DIAGNOSIS CODE,LONG DESCRIPTION,SHORT DESCRIPTION,GROUP_L1_NAME,GROUP_L2_NAME,GROUP_L3_NAME,GROUP_L3_CODE
V6406,Vaccination not carried out because of patient refusal,No vaccination-pt refuse,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Persons encountering health services for specific procedures not carried out,V64
V6407,Vaccination not carried out for religious reasons,No vaccination-religion,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Persons encountering health services for specific procedures not carried out,V64
V6408,Vaccination not carried out because patient had disease being vaccinated against,No vaccin-prev disease,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Persons encountering health services for specific procedures not carried out,V64
V6409,Vaccination not carried out for other reason,No vaccination NEC,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Persons encountering health services for specific procedures not carried out,V64
V641,Surgical or other procedure not carried out because of contraindication,No proc/contraindication,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Persons encountering health services for specific procedures not carried out,V64
V642,Surgical or other procedure not carried out because of patient's decision,No proc/patient decision,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Persons encountering health services for specific procedures not carried out,V64
V643,Procedure not carried out for other reasons,No proc for reasons NEC,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Persons encountering health services for specific procedures not carried out,V64
V6441,Laparoscopic surgical procedure converted to open procedure,Lap surg convert to open,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Persons encountering health services for specific procedures not carried out,V64
V6442,Thoracoscopic surgical procedure converted to open procedure,Thoracoscop conv to open,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Persons encountering health services for specific procedures not carried out,V64
V6443,Arthroscopic surgical procedure converted to open procedure,Arthroscopc conv to open,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Persons encountering health services for specific procedures not carried out,V64
V650,Healthy person accompanying sick person,Healthy person w sick,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Other persons seeking consultation,V65
V6511,Pediatric pre-birth visit for expectant parent(s),Ped pre-brth vst-parent,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Other persons seeking consultation,V65
V6519,Other person consulting on behalf of another person,Person consult for anoth,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Other persons seeking consultation,V65
V652,Person feigning illness,Person feigning illness,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Other persons seeking consultation,V65
V653,Dietary surveillance and counseling,Dietary surveil/counsel,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Other persons seeking consultation,V65
V6540,Counseling NOS,Counseling NOS,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Other persons seeking consultation,V65
V6541,Exercise counseling,Exercise counseling,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Other persons seeking consultation,V65
V6542,Counseling on substance use and abuse,Counslng sbstn use abuse,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Other persons seeking consultation,V65
V6543,Counseling on injury prevention,Counseling injry prevent,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Other persons seeking consultation,V65
V6544,Human immunodeficiency virus (HIV) counseling,Hiv counseling,Supplementary Classification Of Factors Influencing Health Status And Contact With Health Services,Persons Encountering Health Services In Other Circumstances,Other persons seeking consultation,V65
